movie1	movie2	class
A.I. Artificial Intelligence	War Horse	director in common
A.I. Artificial Intelligence	Saving Private Ryan	director in common
A.I. Artificial Intelligence	Lincoln	director in common
A.I. Artificial Intelligence	Jurassic Park	director in common
A.I. Artificial Intelligence	Catch Me If You Can	director in common
A.I. Artificial Intelligence	Indiana Jones and the Last Crusade	director in common
A.I. Artificial Intelligence	Bridge of Spies	director in common
A.I. Artificial Intelligence	Amistad	director in common
A.I. Artificial Intelligence	1941	director in common
A.I. Artificial Intelligence	Indiana Jones and the Temple of Doom	director in common
A.I. Artificial Intelligence	Schindler's List	director in common
A.I. Artificial Intelligence	Raiders of the Lost Ark	director in common
A.I. Artificial Intelligence	Close Encounters of the Third Kind	director in common
A.I. Artificial Intelligence	The Color Purple	director in common
A.I. Artificial Intelligence	Jaws	director in common
A.I. Artificial Intelligence	E.T. the Extra-Terrestrial	director in common
The Haunted Mansion	The Forbidden Kingdom	director in common
Contact	Cast Away	director in common
Contact	Forrest Gump	director in common
Contact	Death Becomes Her	director in common
Contact	Back to the Future Part II	director in common
Contact	Back to the Future Part III	director in common
Contact	The Walk	director in common
Contact	Flight	director in common
Contact	Back to the Future	director in common
Hollow Man	Showgirls	director in common
Hollow Man	Black Book	director in common
The Interpreter	Random Hearts	director in common
The Interpreter	The Firm	director in common
The Interpreter	Out of Africa	director in common
The Interpreter	Tootsie	director in common
Percy Jackson: Sea of Monsters	Hotel for Dogs	director in common
Percy Jackson: Sea of Monsters	Diary of a Wimpy Kid	director in common
Lara Croft Tomb Raider: The Cradle of Life	Twister	director in common
Lara Croft Tomb Raider: The Cradle of Life	The Haunting	director in common
Lara Croft Tomb Raider: The Cradle of Life	Speed	director in common
Now You See Me 2	Step Up 3D	director in common
Now You See Me 2	Step Up 2: The Streets	director in common
Now You See Me 2	Justin Bieber: Never Say Never	director in common
The Saint	Clear and Present Danger	director in common
The Saint	The Bone Collector	director in common
The Saint	Patriot Games	director in common
The Saint	The Giver	director in common
The Saint	The Quiet American	director in common
The Saint	Catch a Fire	director in common
The Saint	Rabbit-Proof Fence	director in common
Spy Game	Enemy of the State	director in common
Spy Game	Days of Thunder	director in common
Spy Game	Man on Fire	director in common
Spy Game	Crimson Tide	director in common
Spy Game	The Fan	director in common
Spy Game	Domino	director in common
Spy Game	Beverly Hills Cop II	director in common
Spy Game	Top Gun	director in common
Spy Game	True Romance	director in common
Mission to Mars	Mission: Impossible	director in common
Mission to Mars	Snake Eyes	director in common
Mission to Mars	The Black Dahlia	director in common
Mission to Mars	Femme Fatale	director in common
Mission to Mars	The Untouchables	director in common
Mission to Mars	Scarface	director in common
Mission to Mars	Blow Out	director in common
Mission to Mars	Raising Cain	director in common
Mission to Mars	Body Double	director in common
Mission to Mars	Dressed to Kill	director in common
Mission to Mars	Redacted	director in common
Rio	Ice Age: The Meltdown	director in common
Bicentennial Man	Stepmom	director in common
Bicentennial Man	Rent	director in common
Bicentennial Man	Mrs. Doubtfire	director in common
Bicentennial Man	Home Alone 2: Lost in New York	director in common
Bicentennial Man	I Love You, Beth Cooper	director in common
Bicentennial Man	Home Alone	director in common
Volcano	The Bodyguard	director in common
The Devil's Own	The Pelican Brief	director in common
K-19: The Widowmaker	Zero Dark Thirty	director in common
K-19: The Widowmaker	The Hurt Locker	director in common
Conan the Barbarian	Red Dawn	director in common
Conan the Barbarian	Flight of the Intruder	director in common
Cinderella Man	A Beautiful Mind	director in common
Cinderella Man	Ransom	director in common
Cinderella Man	The Dilemma	director in common
Cinderella Man	Apollo 13	director in common
Cinderella Man	Edtv	director in common
Cinderella Man	Rush	director in common
Cinderella Man	Frost/Nixon	director in common
Cinderella Man	Splash	director in common
The Nutcracker in 3D	Tango & Cash	director in common
Seabiscuit	The Hunger Games	director in common
Seabiscuit	Free State of Jones	director in common
Twister	The Haunting	director in common
Twister	Speed	director in common
Cast Away	Forrest Gump	director in common
Cast Away	Death Becomes Her	director in common
Cast Away	Back to the Future Part II	director in common
Cast Away	Back to the Future Part III	director in common
Cast Away	The Walk	director in common
Cast Away	Flight	director in common
Cast Away	Back to the Future	director in common
Happy Feet	Babe: Pig in the City	director in common
Happy Feet	Mad Max Beyond Thunderdome	director in common
Happy Feet	The Man from Snowy River	director in common
Happy Feet	Mad Max 2: The Road Warrior	director in common
Happy Feet	Mad Max	director in common
The Bourne Supremacy	Captain Phillips	director in common
The Bourne Supremacy	United 93	director in common
The Bourne Supremacy	Bloody Sunday	director in common
Air Force One	Outbreak	director in common
Air Force One	The NeverEnding Story	director in common
Air Force One	Das Boot	director in common
Ocean's Eleven	Ocean's Thirteen	director in common
Ocean's Eleven	Contagion	director in common
Ocean's Eleven	Erin Brockovich	director in common
Ocean's Eleven	Traffic	director in common
Ocean's Eleven	Out of Sight	director in common
Ocean's Eleven	The Good German	director in common
Ocean's Eleven	Side Effects	director in common
Ocean's Eleven	Haywire	director in common
Ocean's Eleven	The Informant!	director in common
Ocean's Eleven	The Limey	director in common
Ocean's Eleven	Magic Mike	director in common
Ocean's Eleven	Full Frontal	director in common
Ocean's Eleven	Sex, Lies, and Videotape	director in common
The Three Musketeers	Pompeii	director in common
The Three Musketeers	Soldier	director in common
The Three Musketeers	AVP: Alien vs. Predator	director in common
The Three Musketeers	Resident Evil: Retribution	director in common
The Three Musketeers	Death Race	director in common
The Three Musketeers	Event Horizon	director in common
The Three Musketeers	Resident Evil: Afterlife	director in common
The Three Musketeers	Resident Evil	director in common
The Three Musketeers	Mortal Kombat	director in common
Hotel Transylvania	Grown Ups 2	 3 actors in common
Hotel Transylvania	Hotel Transylvania 2	director and 2 actors in common
Hotel Transylvania	Little Nicky	 2 actors in common
Hotel Transylvania	Grown Ups	 2 actors in common
Hotel Transylvania	The Ridiculous 6	 2 actors in common
Hotel Transylvania	Mr. Deeds	 2 actors in common
Hotel Transylvania	Big Daddy	 2 actors in common
Enchanted	102 Dalmatians	director in common
Safe House	Child 44	director in common
Safe House	Easy Money	director in common
Tower Heist	Red Dragon	director in common
Tower Heist	The Family Man	director in common
Tower Heist	After the Sunset	director in common
Tower Heist	Money Talks	director in common
The Holiday	It's Complicated	director in common
The Holiday	Something's Gotta Give	director in common
The Holiday	What Women Want	director in common
The Holiday	The Intern	director in common
Enemy of the State	Days of Thunder	director in common
Enemy of the State	Man on Fire	director in common
Enemy of the State	Crimson Tide	director in common
Enemy of the State	The Fan	director in common
Enemy of the State	Domino	director in common
Enemy of the State	Beverly Hills Cop II	director in common
Enemy of the State	Top Gun	director in common
Enemy of the State	True Romance	director in common
It's Complicated	Something's Gotta Give	director in common
It's Complicated	What Women Want	director in common
It's Complicated	The Intern	director in common
Ocean's Thirteen	Contagion	director in common
Ocean's Thirteen	Erin Brockovich	director in common
Ocean's Thirteen	Traffic	director in common
Ocean's Thirteen	Out of Sight	director in common
Ocean's Thirteen	The Good German	director in common
Ocean's Thirteen	Side Effects	director in common
Ocean's Thirteen	Haywire	director in common
Ocean's Thirteen	The Informant!	director in common
Ocean's Thirteen	The Limey	director in common
Ocean's Thirteen	Magic Mike	director in common
Ocean's Thirteen	Full Frontal	director in common
Ocean's Thirteen	Sex, Lies, and Videotape	director in common
Open Season	The Lion King	director in common
Divergent	The Illusionist	director in common
Divergent	The Lucky Ones	director in common
Divergent	Interview with the Assassin	director in common
Enemy at the Gates	Two Brothers	director in common
Enemy at the Gates	Seven Years in Tibet	director in common
Enemy at the Gates	Quest for Fire	director in common
The Rundown	The Kingdom	director in common
The Rundown	Lone Survivor	director in common
The Rundown	Very Bad Things	director in common
Last Action Hero	Rollerball	director in common
Last Action Hero	Basic	director in common
Last Action Hero	The Thomas Crown Affair	director in common
Last Action Hero	Medicine Man	director in common
Last Action Hero	The Hunt for Red October	director in common
Last Action Hero	Die Hard	director in common
Last Action Hero	Predator	director in common
Memoirs of a Geisha	Nine	director in common
Memoirs of a Geisha	Into the Woods	director in common
Memoirs of a Geisha	Chicago	director in common
